direction,seed,selected_rank,feature
NPM -> PyPI,3,65,write_ratio
NPM -> PyPI,3,66,early_file_count
NPM -> PyPI,3,67,brk_count
NPM -> PyPI,3,68,late_write_count
NPM -> PyPI,3,69,early_network_count
NPM -> PyPI,3,70,renameat_count
NPM -> PyPI,3,71,port_443_count
NPM -> PyPI,3,72,EINVAL_count
NPM -> PyPI,3,73,early_write_count
NPM -> PyPI,3,74,exec_remote_tool_count
NPM -> PyPI,3,75,read_count
NPM -> PyPI,3,76,middle_other_count
NPM -> PyPI,3,77,early_connect_count
NPM -> PyPI,3,78,EEXIST_count
NPM -> PyPI,3,79,connect_ipv6_count
NPM -> PyPI,3,80,socket_count
NPM -> PyPI,3,81,getrandom_count
NPM -> PyPI,3,82,sequence_truncated
NPM -> PyPI,3,83,early_chmod_count
NPM -> PyPI,3,84,unlinkat_count
NPM -> PyPI,3,85,ENOENT_count
NPM -> PyPI,3,86,max_syscalls_in_one_process
NPM -> PyPI,3,87,recvmsg_count
NPM -> PyPI,3,88,file_syscall_count
NPM -> PyPI,3,89,mmap_count
NPM -> PyPI,3,90,network_syscall_count
NPM -> PyPI,3,91,sendto_count
NPM -> PyPI,3,92,close_count
NPM -> PyPI,3,93,middle_network_count
NPM -> PyPI,3,94,faccessat_count
NPM -> PyPI,3,95,failed_open_ratio
NPM -> PyPI,3,96,middle_memory_count
NPM -> PyPI,3,97,getdents64_count
PyPI -> NPM,3,1,tmp_write_open_count
PyPI -> NPM,3,2,EEXIST_count
PyPI -> NPM,3,3,write_open_count
PyPI -> NPM,3,4,mkdirat_count
PyPI -> NPM,3,5,tmp_path_count
PyPI -> NPM,3,6,unlinkat_count
PyPI -> NPM,3,7,renameat_count
PyPI -> NPM,3,8,num_processes_with_shell
PyPI -> NPM,3,9,fchmodat_count
PyPI -> NPM,3,10,chmod_path_count
PyPI -> NPM,3,11,brk_count
PyPI -> NPM,3,12,home_path_count
PyPI -> NPM,3,13,memory_syscall_count
PyPI -> NPM,3,14,munmap_count
PyPI -> NPM,3,15,permission_ratio
PyPI -> NPM,3,16,mprotect_count
PyPI -> NPM,3,17,tmp_chmod_count
PyPI -> NPM,3,18,exec_ratio
PyPI -> NPM,3,19,path_total_count
PyPI -> NPM,3,20,write_count
PyPI -> NPM,3,21,early_permission_count
PyPI -> NPM,3,22,hidden_path_count
PyPI -> NPM,3,23,early_chmod_count
PyPI -> NPM,3,24,mmap_count
PyPI -> NPM,3,25,early_other_count
PyPI -> NPM,3,26,write_ratio
PyPI -> NPM,3,27,early_write_count
PyPI -> NPM,3,28,file_syscall_count
PyPI -> NPM,3,29,failed_syscall_count
PyPI -> NPM,3,30,early_file_count
PyPI -> NPM,3,31,process_ratio
PyPI -> NPM,3,32,permission_syscall_count
PyPI -> NPM,3,33,unique_syscalls
PyPI -> NPM,3,34,close_count
PyPI -> NPM,3,35,openat_count
PyPI -> NPM,3,36,memory_ratio
PyPI -> NPM,3,37,read_count
PyPI -> NPM,3,38,total_syscalls
PyPI -> NPM,3,39,socket_count
PyPI -> NPM,3,40,connect_unix_socket_count
PyPI -> NPM,3,41,futex_count
PyPI -> NPM,3,42,ENOENT_count
PyPI -> NPM,3,43,getdents64_count
PyPI -> NPM,3,44,max_syscalls_in_one_process
PyPI -> NPM,3,45,early_network_count
PyPI -> NPM,3,46,process_syscall_count
PyPI -> NPM,3,47,early_connect_count
PyPI -> NPM,3,48,getrandom_count
PyPI -> NPM,3,49,network_syscall_count
PyPI -> NPM,3,50,failed_open_count
PyPI -> NPM,3,51,bind_count
PyPI -> NPM,3,52,connect_ipv6_count
PyPI -> NPM,3,53,failed_open_ratio
PyPI -> NPM,3,54,error_unique_count
PyPI -> NPM,3,55,recvfrom_count
PyPI -> NPM,3,56,sendto_count
PyPI -> NPM,3,57,exec_shell_count
PyPI -> NPM,3,58,port_443_count
PyPI -> NPM,3,59,successful_connect_count
PyPI -> NPM,3,60,exec_remote_tool_count
PyPI -> NPM,3,61,recvmsg_count
PyPI -> NPM,3,62,first_connect_offset
PyPI -> NPM,3,63,sensitive_path_count
PyPI -> NPM,3,64,failed_connect_ratio
PyPI -> NPM,3,65,execve_count
PyPI -> NPM,3,66,ENOTDIR_count
PyPI -> NPM,3,67,EINVAL_count
PyPI -> NPM,3,68,sequence_truncated
PyPI -> NPM,3,69,failed_execve_count
PyPI -> NPM,3,70,readlinkat_count
PyPI -> NPM,3,71,tmp_exec_count
PyPI -> NPM,3,72,port_80_count
PyPI -> NPM,3,73,uses_curl_shell_pattern
PyPI -> NPM,3,74,EACCES_count
PyPI -> NPM,3,75,exec_downloader_count
PyPI -> NPM,3,76,late_file_count
PyPI -> NPM,3,77,middle_execve_count
PyPI -> NPM,3,78,faccessat_count
PyPI -> NPM,3,79,uses_base64_keyword
PyPI -> NPM,3,80,middle_process_count
PyPI -> NPM,3,81,late_execve_count
PyPI -> NPM,3,82,touched_ssh
PyPI -> NPM,3,83,uses_wget_shell_pattern
PyPI -> NPM,3,84,touched_env_file
PyPI -> NPM,3,85,late_other_count
PyPI -> NPM,3,86,middle_write_count
PyPI -> NPM,3,87,middle_chmod_count
PyPI -> NPM,3,88,middle_permission_count
PyPI -> NPM,3,89,late_process_count
PyPI -> NPM,3,90,late_memory_count
PyPI -> NPM,3,91,late_chmod_count
PyPI -> NPM,3,92,middle_other_count
PyPI -> NPM,3,93,late_permission_count
PyPI -> NPM,3,94,late_write_count
PyPI -> NPM,3,95,middle_connect_count
PyPI -> NPM,3,96,middle_network_count
PyPI -> NPM,3,97,middle_memory_count
NPM -> PyPI,4,1,spawned_shell
NPM -> PyPI,4,2,error_unique_count
NPM -> PyPI,4,3,connect_unix_socket_count
NPM -> PyPI,4,4,exec_ratio
NPM -> PyPI,4,5,memory_ratio
NPM -> PyPI,4,6,num_processes_with_shell
NPM -> PyPI,4,7,exec_shell_count
NPM -> PyPI,4,8,tmp_exec_count
NPM -> PyPI,4,9,permission_ratio
NPM -> PyPI,4,10,tmp_path_count
NPM -> PyPI,4,11,late_execve_count
NPM -> PyPI,4,12,process_ratio
NPM -> PyPI,4,13,memory_syscall_count
NPM -> PyPI,4,14,execve_count
NPM -> PyPI,4,15,tmp_write_open_count
NPM -> PyPI,4,16,late_chmod_count
NPM -> PyPI,4,17,readlinkat_count
NPM -> PyPI,4,18,late_permission_count
NPM -> PyPI,4,19,failed_execve_count
NPM -> PyPI,4,20,openat_count
NPM -> PyPI,4,21,mkdirat_count
NPM -> PyPI,4,22,write_open_count
NPM -> PyPI,4,23,process_syscall_count
NPM -> PyPI,4,24,tmp_chmod_count
NPM -> PyPI,4,25,write_count
NPM -> PyPI,4,26,network_syscall_count
NPM -> PyPI,4,27,uses_curl_shell_pattern
NPM -> PyPI,4,28,max_syscalls_in_one_process
NPM -> PyPI,4,29,total_syscalls
NPM -> PyPI,4,30,late_other_count
NPM -> PyPI,4,31,mprotect_count
NPM -> PyPI,4,32,failed_connect_count
NPM -> PyPI,4,33,EEXIST_count
NPM -> PyPI,4,34,late_write_count
NPM -> PyPI,4,35,middle_chmod_count
NPM -> PyPI,4,36,early_other_count
NPM -> PyPI,4,37,futex_count
NPM -> PyPI,4,38,fchmodat_count
NPM -> PyPI,4,39,exec_downloader_count
NPM -> PyPI,4,40,middle_memory_count
NPM -> PyPI,4,41,failed_open_count
NPM -> PyPI,4,42,port_80_count
NPM -> PyPI,4,43,home_path_count
NPM -> PyPI,4,44,permission_syscall_count
NPM -> PyPI,4,45,middle_permission_count
NPM -> PyPI,4,46,chmod_path_count
NPM -> PyPI,4,47,connect_count
NPM -> PyPI,4,48,touched_env_file
NPM -> PyPI,4,49,uses_base64_keyword
NPM -> PyPI,4,50,connect_ipv4_count
NPM -> PyPI,4,51,write_ratio
NPM -> PyPI,4,52,socket_count
NPM -> PyPI,4,53,sensitive_path_count
NPM -> PyPI,4,54,early_permission_count
NPM -> PyPI,4,55,hidden_path_count
NPM -> PyPI,4,56,middle_execve_count
NPM -> PyPI,4,57,early_connect_count
NPM -> PyPI,4,58,touched_ssh
NPM -> PyPI,4,59,munmap_count
NPM -> PyPI,4,60,read_count
NPM -> PyPI,4,61,ENOTDIR_count
NPM -> PyPI,4,62,uses_wget_shell_pattern
NPM -> PyPI,4,63,EACCES_count
NPM -> PyPI,4,64,failed_connect_ratio
NPM -> PyPI,4,65,first_connect_offset
NPM -> PyPI,4,66,early_write_count
NPM -> PyPI,4,67,early_chmod_count
NPM -> PyPI,4,68,middle_network_count
NPM -> PyPI,4,69,late_memory_count
NPM -> PyPI,4,70,path_total_count
NPM -> PyPI,4,71,ENOENT_count
NPM -> PyPI,4,72,failed_syscall_count
NPM -> PyPI,4,73,unlinkat_count
NPM -> PyPI,4,74,port_443_count
NPM -> PyPI,4,75,bind_count
NPM -> PyPI,4,76,faccessat_count
NPM -> PyPI,4,77,sequence_truncated
NPM -> PyPI,4,78,middle_process_count
NPM -> PyPI,4,79,early_network_count
NPM -> PyPI,4,80,file_syscall_count
NPM -> PyPI,4,81,recvfrom_count
NPM -> PyPI,4,82,connect_ipv6_count
NPM -> PyPI,4,83,late_file_count
NPM -> PyPI,4,84,close_count
NPM -> PyPI,4,85,renameat_count
NPM -> PyPI,4,86,exec_remote_tool_count
NPM -> PyPI,4,87,middle_write_count
NPM -> PyPI,4,88,middle_connect_count
NPM -> PyPI,4,89,EINVAL_count
NPM -> PyPI,4,90,late_process_count
NPM -> PyPI,4,91,middle_other_count
NPM -> PyPI,4,92,early_process_count
NPM -> PyPI,4,93,recvmsg_count
NPM -> PyPI,4,94,clone_count
NPM -> PyPI,4,95,early_file_count
NPM -> PyPI,4,96,brk_count
NPM -> PyPI,4,97,ETIMEDOUT_count
PyPI -> NPM,4,1,write_open_count
PyPI -> NPM,4,2,EEXIST_count
PyPI -> NPM,4,3,tmp_path_count
PyPI -> NPM,4,4,tmp_write_open_count
PyPI -> NPM,4,5,mkdirat_count
PyPI -> NPM,4,6,unlinkat_count
PyPI -> NPM,4,7,renameat_count
PyPI -> NPM,4,8,munmap_count
PyPI -> NPM,4,9,mprotect_count
PyPI -> NPM,4,10,permission_ratio
PyPI -> NPM,4,11,home_path_count
PyPI -> NPM,4,12,spawned_shell
PyPI -> NPM,4,13,brk_count
PyPI -> NPM,4,14,write_ratio
PyPI -> NPM,4,15,close_count
PyPI -> NPM,4,16,early_chmod_count
PyPI -> NPM,4,17,num_processes_with_shell
PyPI -> NPM,4,18,chmod_path_count
PyPI -> NPM,4,19,early_other_count
PyPI -> NPM,4,20,tmp_chmod_count
PyPI -> NPM,4,21,total_syscalls
PyPI -> NPM,4,22,hidden_path_count
PyPI -> NPM,4,23,openat_count
PyPI -> NPM,4,24,process_ratio
PyPI -> NPM,4,25,max_syscalls_in_one_process
PyPI -> NPM,4,26,write_count
PyPI -> NPM,4,27,permission_syscall_count
PyPI -> NPM,4,28,early_permission_count
PyPI -> NPM,4,29,memory_syscall_count
PyPI -> NPM,4,30,fchmodat_count
PyPI -> NPM,4,31,early_file_count
PyPI -> NPM,4,32,failed_syscall_count
PyPI -> NPM,4,33,early_write_count
PyPI -> NPM,4,34,read_count
PyPI -> NPM,4,35,file_syscall_count
PyPI -> NPM,4,36,path_total_count
PyPI -> NPM,4,37,ENOENT_count
PyPI -> NPM,4,38,memory_ratio
PyPI -> NPM,4,39,futex_count
PyPI -> NPM,4,40,exec_ratio
PyPI -> NPM,4,41,connect_unix_socket_count
PyPI -> NPM,4,42,socket_count
PyPI -> NPM,4,43,bind_count
PyPI -> NPM,4,44,network_syscall_count
PyPI -> NPM,4,45,early_network_count
PyPI -> NPM,4,46,process_syscall_count
PyPI -> NPM,4,47,early_process_count
PyPI -> NPM,4,48,early_connect_count
PyPI -> NPM,4,49,connect_ipv4_count
PyPI -> NPM,4,50,connect_count
PyPI -> NPM,4,51,failed_open_count
PyPI -> NPM,4,52,failed_connect_count
PyPI -> NPM,4,53,connect_ipv6_count
PyPI -> NPM,4,54,port_443_count
PyPI -> NPM,4,55,error_unique_count
PyPI -> NPM,4,56,exec_shell_count
PyPI -> NPM,4,57,exec_remote_tool_count
PyPI -> NPM,4,58,sensitive_path_count
PyPI -> NPM,4,59,recvmsg_count
PyPI -> NPM,4,60,first_connect_offset
PyPI -> NPM,4,61,ENOTDIR_count
PyPI -> NPM,4,62,execve_count
PyPI -> NPM,4,63,failed_connect_ratio
PyPI -> NPM,4,64,sequence_truncated
PyPI -> NPM,4,65,faccessat_count
PyPI -> NPM,4,66,recvfrom_count
PyPI -> NPM,4,67,readlinkat_count
PyPI -> NPM,4,68,failed_execve_count
PyPI -> NPM,4,69,tmp_exec_count
PyPI -> NPM,4,70,late_write_count
PyPI -> NPM,4,71,uses_curl_shell_pattern
PyPI -> NPM,4,72,port_80_count
PyPI -> NPM,4,73,EINVAL_count
PyPI -> NPM,4,74,exec_downloader_count
PyPI -> NPM,4,75,middle_execve_count
PyPI -> NPM,4,76,late_permission_count
PyPI -> NPM,4,77,EACCES_count
PyPI -> NPM,4,78,uses_base64_keyword
PyPI -> NPM,4,79,late_execve_count
PyPI -> NPM,4,80,touched_ssh
PyPI -> NPM,4,81,uses_wget_shell_pattern
PyPI -> NPM,4,82,touched_env_file
PyPI -> NPM,4,83,middle_chmod_count
PyPI -> NPM,4,84,middle_memory_count
PyPI -> NPM,4,85,late_file_count
PyPI -> NPM,4,86,late_other_count
PyPI -> NPM,4,87,late_chmod_count
PyPI -> NPM,4,88,clone_count
PyPI -> NPM,4,89,middle_permission_count
PyPI -> NPM,4,90,middle_process_count
PyPI -> NPM,4,91,middle_network_count
PyPI -> NPM,4,92,middle_write_count
PyPI -> NPM,4,93,middle_connect_count
PyPI -> NPM,4,94,middle_other_count
PyPI -> NPM,4,95,late_process_count
PyPI -> NPM,4,96,ETIMEDOUT_count
PyPI -> NPM,4,97,late_memory_count
NPM -> PyPI,5,1,shell_plus_sensitive_path
NPM -> PyPI,5,2,connect_unix_socket_count
NPM -> PyPI,5,3,memory_ratio
NPM -> PyPI,5,4,error_unique_count
NPM -> PyPI,5,5,exec_ratio
NPM -> PyPI,5,6,exec_shell_count
NPM -> PyPI,5,7,permission_ratio
NPM -> PyPI,5,8,late_execve_count
NPM -> PyPI,5,9,late_chmod_count
NPM -> PyPI,5,10,process_ratio
NPM -> PyPI,5,11,failed_execve_count
NPM -> PyPI,5,12,tmp_write_open_count
NPM -> PyPI,5,13,write_open_count
NPM -> PyPI,5,14,process_syscall_count
NPM -> PyPI,5,15,memory_syscall_count
NPM -> PyPI,5,16,total_syscalls
NPM -> PyPI,5,17,mkdirat_count
NPM -> PyPI,5,18,fchmodat_count
NPM -> PyPI,5,19,tmp_exec_count
NPM -> PyPI,5,20,num_processes_with_shell
NPM -> PyPI,5,21,home_path_count
NPM -> PyPI,5,22,tmp_chmod_count
NPM -> PyPI,5,23,write_count
NPM -> PyPI,5,24,late_permission_count
NPM -> PyPI,5,25,execve_count
NPM -> PyPI,5,26,late_other_count
NPM -> PyPI,5,27,hidden_path_count
NPM -> PyPI,5,28,bind_count
NPM -> PyPI,5,29,chmod_path_count
NPM -> PyPI,5,30,late_file_count
NPM -> PyPI,5,31,sensitive_path_count
NPM -> PyPI,5,32,uses_curl_shell_pattern
NPM -> PyPI,5,33,connect_count
NPM -> PyPI,5,34,futex_count
NPM -> PyPI,5,35,mprotect_count
NPM -> PyPI,5,36,faccessat_count
NPM -> PyPI,5,37,path_total_count
NPM -> PyPI,5,38,max_syscalls_in_one_process
NPM -> PyPI,5,39,close_count
NPM -> PyPI,5,40,openat_count
NPM -> PyPI,5,41,recvfrom_count
NPM -> PyPI,5,42,permission_syscall_count
NPM -> PyPI,5,43,failed_connect_count
NPM -> PyPI,5,44,readlinkat_count
NPM -> PyPI,5,45,exec_downloader_count
NPM -> PyPI,5,46,failed_open_count
NPM -> PyPI,5,47,unlinkat_count
NPM -> PyPI,5,48,touched_env_file
NPM -> PyPI,5,49,middle_network_count
NPM -> PyPI,5,50,middle_other_count
NPM -> PyPI,5,51,write_ratio
NPM -> PyPI,5,52,early_permission_count
NPM -> PyPI,5,53,middle_permission_count
NPM -> PyPI,5,54,port_80_count
NPM -> PyPI,5,55,network_syscall_count
NPM -> PyPI,5,56,failed_syscall_count
NPM -> PyPI,5,57,middle_execve_count
NPM -> PyPI,5,58,port_443_count
NPM -> PyPI,5,59,uses_base64_keyword
NPM -> PyPI,5,60,touched_ssh
NPM -> PyPI,5,61,ENOTDIR_count
NPM -> PyPI,5,62,uses_wget_shell_pattern
NPM -> PyPI,5,63,EACCES_count
NPM -> PyPI,5,64,early_write_count
NPM -> PyPI,5,65,tmp_path_count
NPM -> PyPI,5,66,middle_chmod_count
NPM -> PyPI,5,67,early_connect_count
NPM -> PyPI,5,68,early_other_count
NPM -> PyPI,5,69,EEXIST_count
NPM -> PyPI,5,70,renameat_count
NPM -> PyPI,5,71,sequence_token_count
NPM -> PyPI,5,72,early_chmod_count
NPM -> PyPI,5,73,middle_process_count
NPM -> PyPI,5,74,EINVAL_count
NPM -> PyPI,5,75,sequence_truncated
NPM -> PyPI,5,76,early_network_count
NPM -> PyPI,5,77,middle_connect_count
NPM -> PyPI,5,78,connect_ipv6_count
NPM -> PyPI,5,79,mmap_count
NPM -> PyPI,5,80,file_syscall_count
NPM -> PyPI,5,81,connect_ipv4_count
NPM -> PyPI,5,82,late_memory_count
NPM -> PyPI,5,83,socket_count
NPM -> PyPI,5,84,middle_write_count
NPM -> PyPI,5,85,exec_remote_tool_count
NPM -> PyPI,5,86,munmap_count
NPM -> PyPI,5,87,successful_connect_count
NPM -> PyPI,5,88,first_connect_offset
NPM -> PyPI,5,89,late_write_count
NPM -> PyPI,5,90,late_process_count
NPM -> PyPI,5,91,ENOENT_count
NPM -> PyPI,5,92,brk_count
NPM -> PyPI,5,93,sendto_count
NPM -> PyPI,5,94,read_count
NPM -> PyPI,5,95,middle_memory_count
NPM -> PyPI,5,96,early_process_count
NPM -> PyPI,5,97,middle_file_count
PyPI -> NPM,5,1,EEXIST_count
PyPI -> NPM,5,2,write_open_count
PyPI -> NPM,5,3,tmp_write_open_count
PyPI -> NPM,5,4,mkdirat_count
PyPI -> NPM,5,5,tmp_path_count
PyPI -> NPM,5,6,unlinkat_count
PyPI -> NPM,5,7,renameat_count
PyPI -> NPM,5,8,permission_ratio
PyPI -> NPM,5,9,num_processes_with_shell
PyPI -> NPM,5,10,early_chmod_count
PyPI -> NPM,5,11,home_path_count
PyPI -> NPM,5,12,file_syscall_count
PyPI -> NPM,5,13,tmp_chmod_count
PyPI -> NPM,5,14,close_count
PyPI -> NPM,5,15,path_total_count
PyPI -> NPM,5,16,shell_plus_sensitive_path
PyPI -> NPM,5,17,brk_count
PyPI -> NPM,5,18,chmod_path_count
PyPI -> NPM,5,19,mmap_count
PyPI -> NPM,5,20,memory_syscall_count
PyPI -> NPM,5,21,mprotect_count
PyPI -> NPM,5,22,total_syscalls
PyPI -> NPM,5,23,hidden_path_count
PyPI -> NPM,5,24,early_permission_count
PyPI -> NPM,5,25,early_write_count
PyPI -> NPM,5,26,write_ratio
PyPI -> NPM,5,27,write_count
PyPI -> NPM,5,28,fchmodat_count
PyPI -> NPM,5,29,failed_syscall_count
PyPI -> NPM,5,30,munmap_count
PyPI -> NPM,5,31,sequence_token_count
PyPI -> NPM,5,32,early_other_count
PyPI -> NPM,5,33,exec_ratio
PyPI -> NPM,5,34,permission_syscall_count
PyPI -> NPM,5,35,memory_ratio
PyPI -> NPM,5,36,read_count
PyPI -> NPM,5,37,ENOENT_count
PyPI -> NPM,5,38,openat_count
PyPI -> NPM,5,39,process_ratio
PyPI -> NPM,5,40,futex_count
PyPI -> NPM,5,41,max_syscalls_in_one_process
PyPI -> NPM,5,42,early_network_count
PyPI -> NPM,5,43,connect_count
PyPI -> NPM,5,44,process_syscall_count
PyPI -> NPM,5,45,connect_unix_socket_count
PyPI -> NPM,5,46,recvfrom_count
PyPI -> NPM,5,47,network_syscall_count
PyPI -> NPM,5,48,bind_count
PyPI -> NPM,5,49,socket_count
PyPI -> NPM,5,50,failed_open_count
PyPI -> NPM,5,51,connect_ipv6_count
PyPI -> NPM,5,52,error_unique_count
PyPI -> NPM,5,53,early_connect_count
PyPI -> NPM,5,54,sendto_count
PyPI -> NPM,5,55,exec_shell_count
PyPI -> NPM,5,56,port_443_count
PyPI -> NPM,5,57,sensitive_path_count
PyPI -> NPM,5,58,early_process_count
PyPI -> NPM,5,59,successful_connect_count
PyPI -> NPM,5,60,failed_connect_count
PyPI -> NPM,5,61,exec_remote_tool_count
PyPI -> NPM,5,62,first_connect_offset
PyPI -> NPM,5,63,connect_ipv4_count
PyPI -> NPM,5,64,ENOTDIR_count
PyPI -> NPM,5,65,faccessat_count
PyPI -> NPM,5,66,sequence_truncated
PyPI -> NPM,5,67,execve_count
PyPI -> NPM,5,68,late_file_count
PyPI -> NPM,5,69,readlinkat_count
PyPI -> NPM,5,70,failed_execve_count
PyPI -> NPM,5,71,EINVAL_count
PyPI -> NPM,5,72,uses_curl_shell_pattern
PyPI -> NPM,5,73,exec_downloader_count
PyPI -> NPM,5,74,port_80_count
PyPI -> NPM,5,75,middle_execve_count
PyPI -> NPM,5,76,EACCES_count
PyPI -> NPM,5,77,tmp_exec_count
PyPI -> NPM,5,78,late_execve_count
PyPI -> NPM,5,79,late_chmod_count
PyPI -> NPM,5,80,late_permission_count
PyPI -> NPM,5,81,touched_ssh
PyPI -> NPM,5,82,uses_wget_shell_pattern
PyPI -> NPM,5,83,uses_base64_keyword
PyPI -> NPM,5,84,touched_env_file
PyPI -> NPM,5,85,middle_other_count
PyPI -> NPM,5,86,middle_permission_count
PyPI -> NPM,5,87,middle_network_count
PyPI -> NPM,5,88,middle_process_count
PyPI -> NPM,5,89,middle_write_count
PyPI -> NPM,5,90,late_other_count
PyPI -> NPM,5,91,middle_chmod_count
PyPI -> NPM,5,92,late_write_count
PyPI -> NPM,5,93,middle_connect_count
PyPI -> NPM,5,94,late_process_count
PyPI -> NPM,5,95,late_memory_count
PyPI -> NPM,5,96,middle_file_count
PyPI -> NPM,5,97,middle_memory_count
NPM -> PyPI,10,1,error_unique_count
NPM -> PyPI,10,2,unique_syscalls
NPM -> PyPI,10,3,memory_ratio
NPM -> PyPI,10,4,exec_shell_count
NPM -> PyPI,10,5,exec_ratio
NPM -> PyPI,10,6,process_ratio
NPM -> PyPI,10,7,max_syscalls_in_one_process
NPM -> PyPI,10,8,failed_execve_count
NPM -> PyPI,10,9,hidden_path_count
NPM -> PyPI,10,10,tmp_path_count
NPM -> PyPI,10,11,late_execve_count
NPM -> PyPI,10,12,tmp_write_open_count
NPM -> PyPI,10,13,permission_ratio
NPM -> PyPI,10,14,execve_count
NPM -> PyPI,10,15,write_open_count
NPM -> PyPI,10,16,mkdirat_count
NPM -> PyPI,10,17,uses_curl_shell_pattern
NPM -> PyPI,10,18,late_chmod_count
NPM -> PyPI,10,19,write_count
NPM -> PyPI,10,20,total_syscalls
NPM -> PyPI,10,21,num_processes_with_shell
NPM -> PyPI,10,22,openat_count
NPM -> PyPI,10,23,late_memory_count
NPM -> PyPI,10,24,permission_syscall_count
NPM -> PyPI,10,25,tmp_chmod_count
NPM -> PyPI,10,26,late_other_count
NPM -> PyPI,10,27,late_permission_count
NPM -> PyPI,10,28,exec_downloader_count
NPM -> PyPI,10,29,failed_connect_count
NPM -> PyPI,10,30,sensitive_path_count
NPM -> PyPI,10,31,futex_count
NPM -> PyPI,10,32,readlinkat_count
NPM -> PyPI,10,33,write_ratio
NPM -> PyPI,10,34,memory_syscall_count
NPM -> PyPI,10,35,process_syscall_count
NPM -> PyPI,10,36,tmp_exec_count
NPM -> PyPI,10,37,middle_process_count
NPM -> PyPI,10,38,fchmodat_count
NPM -> PyPI,10,39,close_count
NPM -> PyPI,10,40,sequence_token_count
NPM -> PyPI,10,41,early_other_count
NPM -> PyPI,10,42,failed_open_count
NPM -> PyPI,10,43,middle_chmod_count
NPM -> PyPI,10,44,chmod_path_count
NPM -> PyPI,10,45,file_syscall_count
NPM -> PyPI,10,46,path_total_count
NPM -> PyPI,10,47,late_process_count
NPM -> PyPI,10,48,touched_env_file
NPM -> PyPI,10,49,middle_permission_count
NPM -> PyPI,10,50,connect_unix_socket_count
NPM -> PyPI,10,51,early_permission_count
NPM -> PyPI,10,52,first_connect_offset
NPM -> PyPI,10,53,failed_syscall_count
NPM -> PyPI,10,54,connect_ipv4_count
NPM -> PyPI,10,55,port_80_count
NPM -> PyPI,10,56,network_syscall_count
NPM -> PyPI,10,57,touched_ssh
NPM -> PyPI,10,58,late_file_count
NPM -> PyPI,10,59,early_write_count
NPM -> PyPI,10,60,middle_execve_count
NPM -> PyPI,10,61,uses_base64_keyword
NPM -> PyPI,10,62,ENOTDIR_count
NPM -> PyPI,10,63,uses_wget_shell_pattern
NPM -> PyPI,10,64,middle_connect_count
NPM -> PyPI,10,65,EACCES_count
NPM -> PyPI,10,66,early_connect_count
NPM -> PyPI,10,67,late_write_count
NPM -> PyPI,10,68,EINVAL_count
NPM -> PyPI,10,69,middle_write_count
NPM -> PyPI,10,70,middle_other_count
NPM -> PyPI,10,71,early_chmod_count
NPM -> PyPI,10,72,EEXIST_count
NPM -> PyPI,10,73,connect_count
NPM -> PyPI,10,74,home_path_count
NPM -> PyPI,10,75,socket_count
NPM -> PyPI,10,76,early_network_count
NPM -> PyPI,10,77,sendto_count
NPM -> PyPI,10,78,sequence_truncated
NPM -> PyPI,10,79,recvfrom_count
NPM -> PyPI,10,80,unlinkat_count
NPM -> PyPI,10,81,clone_count
NPM -> PyPI,10,82,exec_remote_tool_count
NPM -> PyPI,10,83,brk_count
NPM -> PyPI,10,84,connect_ipv6_count
NPM -> PyPI,10,85,faccessat_count
NPM -> PyPI,10,86,middle_memory_count
NPM -> PyPI,10,87,recvmsg_count
NPM -> PyPI,10,88,renameat_count
NPM -> PyPI,10,89,bind_count
NPM -> PyPI,10,90,ENOENT_count
NPM -> PyPI,10,91,getrandom_count
NPM -> PyPI,10,92,read_count
NPM -> PyPI,10,93,middle_network_count
NPM -> PyPI,10,94,port_443_count
NPM -> PyPI,10,95,first_chmod_offset
NPM -> PyPI,10,96,getdents64_count
NPM -> PyPI,10,97,wait4_count
PyPI -> NPM,10,1,tmp_write_open_count
PyPI -> NPM,10,2,EEXIST_count
PyPI -> NPM,10,3,tmp_path_count
PyPI -> NPM,10,4,write_open_count
PyPI -> NPM,10,5,mkdirat_count
PyPI -> NPM,10,6,renameat_count
PyPI -> NPM,10,7,home_path_count
PyPI -> NPM,10,8,brk_count
PyPI -> NPM,10,9,unlinkat_count
PyPI -> NPM,10,10,path_total_count
PyPI -> NPM,10,11,memory_syscall_count
PyPI -> NPM,10,12,chmod_path_count
PyPI -> NPM,10,13,hidden_path_count
PyPI -> NPM,10,14,num_processes_with_shell
PyPI -> NPM,10,15,total_syscalls
PyPI -> NPM,10,16,process_ratio
PyPI -> NPM,10,17,sequence_token_count
PyPI -> NPM,10,18,write_ratio
PyPI -> NPM,10,19,fchmodat_count
PyPI -> NPM,10,20,early_chmod_count
PyPI -> NPM,10,21,permission_syscall_count
PyPI -> NPM,10,22,early_other_count
PyPI -> NPM,10,23,tmp_chmod_count
PyPI -> NPM,10,24,permission_ratio
PyPI -> NPM,10,25,write_count
PyPI -> NPM,10,26,early_write_count
PyPI -> NPM,10,27,read_count
PyPI -> NPM,10,28,failed_syscall_count
PyPI -> NPM,10,29,early_permission_count
PyPI -> NPM,10,30,memory_ratio
PyPI -> NPM,10,31,connect_unix_socket_count
PyPI -> NPM,10,32,exec_ratio
PyPI -> NPM,10,33,openat_count
PyPI -> NPM,10,34,file_syscall_count
PyPI -> NPM,10,35,max_syscalls_in_one_process
