direction,seed,selected_rank,feature
PyPI -> NPM,10,36,getdents64_count
PyPI -> NPM,10,37,unique_syscalls
PyPI -> NPM,10,38,close_count
PyPI -> NPM,10,39,futex_count
PyPI -> NPM,10,40,early_network_count
PyPI -> NPM,10,41,ENOENT_count
PyPI -> NPM,10,42,socket_count
PyPI -> NPM,10,43,sendto_count
PyPI -> NPM,10,44,process_syscall_count
PyPI -> NPM,10,45,getrandom_count
PyPI -> NPM,10,46,network_syscall_count
PyPI -> NPM,10,47,first_chmod_offset
PyPI -> NPM,10,48,early_connect_count
PyPI -> NPM,10,49,error_unique_count
PyPI -> NPM,10,50,bind_count
PyPI -> NPM,10,51,failed_open_count
PyPI -> NPM,10,52,exec_shell_count
PyPI -> NPM,10,53,recvfrom_count
PyPI -> NPM,10,54,exec_remote_tool_count
PyPI -> NPM,10,55,connect_count
PyPI -> NPM,10,56,failed_connect_count
PyPI -> NPM,10,57,connect_ipv6_count
PyPI -> NPM,10,58,connect_ipv4_count
PyPI -> NPM,10,59,first_connect_offset
PyPI -> NPM,10,60,execve_count
PyPI -> NPM,10,61,wait4_count
PyPI -> NPM,10,62,ENOTDIR_count
PyPI -> NPM,10,63,sensitive_path_count
PyPI -> NPM,10,64,sequence_truncated
PyPI -> NPM,10,65,clone_count
PyPI -> NPM,10,66,port_443_count
PyPI -> NPM,10,67,failed_execve_count
PyPI -> NPM,10,68,readlinkat_count
PyPI -> NPM,10,69,EINVAL_count
PyPI -> NPM,10,70,faccessat_count
PyPI -> NPM,10,71,uses_curl_shell_pattern
PyPI -> NPM,10,72,exec_downloader_count
PyPI -> NPM,10,73,late_permission_count
PyPI -> NPM,10,74,EACCES_count
PyPI -> NPM,10,75,middle_execve_count
PyPI -> NPM,10,76,port_80_count
PyPI -> NPM,10,77,recvmsg_count
PyPI -> NPM,10,78,tmp_exec_count
PyPI -> NPM,10,79,middle_process_count
PyPI -> NPM,10,80,uses_base64_keyword
PyPI -> NPM,10,81,uses_wget_shell_pattern
PyPI -> NPM,10,82,touched_ssh
PyPI -> NPM,10,83,late_process_count
PyPI -> NPM,10,84,touched_env_file
PyPI -> NPM,10,85,middle_chmod_count
PyPI -> NPM,10,86,late_file_count
PyPI -> NPM,10,87,late_execve_count
PyPI -> NPM,10,88,middle_permission_count
PyPI -> NPM,10,89,late_write_count
PyPI -> NPM,10,90,late_other_count
PyPI -> NPM,10,91,middle_write_count
PyPI -> NPM,10,92,middle_other_count
PyPI -> NPM,10,93,late_chmod_count
PyPI -> NPM,10,94,late_memory_count
PyPI -> NPM,10,95,middle_connect_count
PyPI -> NPM,10,96,middle_memory_count
PyPI -> NPM,10,97,middle_network_count
NPM -> PyPI,42,1,shell_plus_sensitive_path
NPM -> PyPI,42,2,connect_unix_socket_count
NPM -> PyPI,42,3,unique_syscalls
NPM -> PyPI,42,4,error_unique_count
NPM -> PyPI,42,5,exec_ratio
NPM -> PyPI,42,6,memory_ratio
NPM -> PyPI,42,7,execve_count
NPM -> PyPI,42,8,exec_shell_count
NPM -> PyPI,42,9,late_execve_count
NPM -> PyPI,42,10,failed_execve_count
NPM -> PyPI,42,11,tmp_exec_count
NPM -> PyPI,42,12,tmp_write_open_count
NPM -> PyPI,42,13,hidden_path_count
NPM -> PyPI,42,14,permission_ratio
NPM -> PyPI,42,15,max_syscalls_in_one_process
NPM -> PyPI,42,16,late_chmod_count
NPM -> PyPI,42,17,write_open_count
NPM -> PyPI,42,18,tmp_chmod_count
NPM -> PyPI,42,19,memory_syscall_count
NPM -> PyPI,42,20,late_permission_count
NPM -> PyPI,42,21,sensitive_path_count
NPM -> PyPI,42,22,total_syscalls
NPM -> PyPI,42,23,tmp_path_count
NPM -> PyPI,42,24,mkdirat_count
NPM -> PyPI,42,25,num_processes_with_shell
NPM -> PyPI,42,26,fchmodat_count
NPM -> PyPI,42,27,write_count
NPM -> PyPI,42,28,readlinkat_count
NPM -> PyPI,42,29,uses_curl_shell_pattern
NPM -> PyPI,42,30,failed_syscall_count
NPM -> PyPI,42,31,network_syscall_count
NPM -> PyPI,42,32,process_syscall_count
NPM -> PyPI,42,33,chmod_path_count
NPM -> PyPI,42,34,early_other_count
NPM -> PyPI,42,35,permission_syscall_count
NPM -> PyPI,42,36,process_ratio
NPM -> PyPI,42,37,exec_downloader_count
NPM -> PyPI,42,38,middle_connect_count
NPM -> PyPI,42,39,bind_count
NPM -> PyPI,42,40,touched_env_file
NPM -> PyPI,42,41,faccessat_count
NPM -> PyPI,42,42,home_path_count
NPM -> PyPI,42,43,port_80_count
NPM -> PyPI,42,44,middle_network_count
NPM -> PyPI,42,45,clone_count
NPM -> PyPI,42,46,early_permission_count
NPM -> PyPI,42,47,uses_base64_keyword
NPM -> PyPI,42,48,first_connect_offset
NPM -> PyPI,42,49,middle_execve_count
NPM -> PyPI,42,50,mprotect_count
NPM -> PyPI,42,51,touched_ssh
NPM -> PyPI,42,52,ENOTDIR_count
NPM -> PyPI,42,53,recvfrom_count
NPM -> PyPI,42,54,uses_wget_shell_pattern
NPM -> PyPI,42,55,connect_ipv4_count
NPM -> PyPI,42,56,middle_permission_count
NPM -> PyPI,42,57,EACCES_count
NPM -> PyPI,42,58,middle_chmod_count
NPM -> PyPI,42,59,early_connect_count
NPM -> PyPI,42,60,openat_count
NPM -> PyPI,42,61,early_chmod_count
NPM -> PyPI,42,62,failed_open_count
NPM -> PyPI,42,63,futex_count
NPM -> PyPI,42,64,EEXIST_count
NPM -> PyPI,42,65,late_other_count
NPM -> PyPI,42,66,late_memory_count
NPM -> PyPI,42,67,exec_remote_tool_count
NPM -> PyPI,42,68,sequence_token_count
NPM -> PyPI,42,69,late_file_count
NPM -> PyPI,42,70,middle_process_count
NPM -> PyPI,42,71,sequence_truncated
NPM -> PyPI,42,72,file_syscall_count
NPM -> PyPI,42,73,renameat_count
NPM -> PyPI,42,74,mmap_count
NPM -> PyPI,42,75,EINVAL_count
NPM -> PyPI,42,76,read_count
NPM -> PyPI,42,77,socket_count
NPM -> PyPI,42,78,path_total_count
NPM -> PyPI,42,79,munmap_count
NPM -> PyPI,42,80,ENETUNREACH_count
NPM -> PyPI,42,81,middle_write_count
NPM -> PyPI,42,82,early_network_count
NPM -> PyPI,42,83,unlinkat_count
NPM -> PyPI,42,84,early_write_count
NPM -> PyPI,42,85,late_write_count
NPM -> PyPI,42,86,connect_ipv6_count
NPM -> PyPI,42,87,failed_connect_ratio
NPM -> PyPI,42,88,brk_count
NPM -> PyPI,42,89,connect_count
NPM -> PyPI,42,90,ENOENT_count
NPM -> PyPI,42,91,late_process_count
NPM -> PyPI,42,92,close_count
NPM -> PyPI,42,93,middle_other_count
NPM -> PyPI,42,94,middle_memory_count
NPM -> PyPI,42,95,wait4_count
NPM -> PyPI,42,96,getdents64_count
NPM -> PyPI,42,97,sendto_count
PyPI -> NPM,42,1,EEXIST_count
PyPI -> NPM,42,2,tmp_write_open_count
PyPI -> NPM,42,3,tmp_path_count
PyPI -> NPM,42,4,write_open_count
PyPI -> NPM,42,5,mkdirat_count
PyPI -> NPM,42,6,unlinkat_count
PyPI -> NPM,42,7,chmod_path_count
PyPI -> NPM,42,8,num_processes_with_shell
PyPI -> NPM,42,9,renameat_count
PyPI -> NPM,42,10,home_path_count
PyPI -> NPM,42,11,permission_ratio
PyPI -> NPM,42,12,brk_count
PyPI -> NPM,42,13,mprotect_count
PyPI -> NPM,42,14,hidden_path_count
PyPI -> NPM,42,15,tmp_chmod_count
PyPI -> NPM,42,16,path_total_count
PyPI -> NPM,42,17,early_chmod_count
PyPI -> NPM,42,18,fchmodat_count
PyPI -> NPM,42,19,memory_syscall_count
PyPI -> NPM,42,20,munmap_count
PyPI -> NPM,42,21,exec_ratio
PyPI -> NPM,42,22,mmap_count
PyPI -> NPM,42,23,failed_syscall_count
PyPI -> NPM,42,24,shell_plus_sensitive_path
PyPI -> NPM,42,25,permission_syscall_count
PyPI -> NPM,42,26,early_permission_count
PyPI -> NPM,42,27,early_other_count
PyPI -> NPM,42,28,close_count
PyPI -> NPM,42,29,write_count
PyPI -> NPM,42,30,total_syscalls
PyPI -> NPM,42,31,early_write_count
PyPI -> NPM,42,32,unique_syscalls
PyPI -> NPM,42,33,max_syscalls_in_one_process
PyPI -> NPM,42,34,sequence_token_count
PyPI -> NPM,42,35,memory_ratio
PyPI -> NPM,42,36,file_syscall_count
PyPI -> NPM,42,37,process_ratio
PyPI -> NPM,42,38,futex_count
PyPI -> NPM,42,39,openat_count
PyPI -> NPM,42,40,getdents64_count
PyPI -> NPM,42,41,read_count
PyPI -> NPM,42,42,early_network_count
PyPI -> NPM,42,43,ENOENT_count
PyPI -> NPM,42,44,connect_unix_socket_count
PyPI -> NPM,42,45,bind_count
PyPI -> NPM,42,46,socket_count
PyPI -> NPM,42,47,process_syscall_count
PyPI -> NPM,42,48,exec_shell_count
PyPI -> NPM,42,49,network_syscall_count
PyPI -> NPM,42,50,connect_ipv4_count
PyPI -> NPM,42,51,failed_open_count
PyPI -> NPM,42,52,error_unique_count
PyPI -> NPM,42,53,early_connect_count
PyPI -> NPM,42,54,clone_count
PyPI -> NPM,42,55,execve_count
PyPI -> NPM,42,56,wait4_count
PyPI -> NPM,42,57,exec_remote_tool_count
PyPI -> NPM,42,58,recvfrom_count
PyPI -> NPM,42,59,connect_count
PyPI -> NPM,42,60,ENETUNREACH_count
PyPI -> NPM,42,61,first_connect_offset
PyPI -> NPM,42,62,sensitive_path_count
PyPI -> NPM,42,63,faccessat_count
PyPI -> NPM,42,64,ENOTDIR_count
PyPI -> NPM,42,65,failed_execve_count
PyPI -> NPM,42,66,sequence_truncated
PyPI -> NPM,42,67,connect_ipv6_count
PyPI -> NPM,42,68,sendto_count
PyPI -> NPM,42,69,failed_connect_ratio
PyPI -> NPM,42,70,readlinkat_count
PyPI -> NPM,42,71,port_80_count
PyPI -> NPM,42,72,uses_curl_shell_pattern
PyPI -> NPM,42,73,exec_downloader_count
PyPI -> NPM,42,74,EACCES_count
PyPI -> NPM,42,75,EINVAL_count
PyPI -> NPM,42,76,late_chmod_count
PyPI -> NPM,42,77,late_execve_count
PyPI -> NPM,42,78,middle_execve_count
PyPI -> NPM,42,79,uses_base64_keyword
PyPI -> NPM,42,80,uses_wget_shell_pattern
PyPI -> NPM,42,81,touched_env_file
PyPI -> NPM,42,82,touched_ssh
PyPI -> NPM,42,83,late_permission_count
PyPI -> NPM,42,84,middle_permission_count
PyPI -> NPM,42,85,late_file_count
PyPI -> NPM,42,86,middle_chmod_count
PyPI -> NPM,42,87,middle_connect_count
PyPI -> NPM,42,88,middle_network_count
PyPI -> NPM,42,89,middle_process_count
PyPI -> NPM,42,90,late_write_count
PyPI -> NPM,42,91,middle_write_count
PyPI -> NPM,42,92,late_process_count
PyPI -> NPM,42,93,late_other_count
PyPI -> NPM,42,94,tmp_exec_count
PyPI -> NPM,42,95,middle_other_count
PyPI -> NPM,42,96,middle_memory_count
PyPI -> NPM,42,97,late_memory_count
NPM -> PyPI,99,1,error_unique_count
NPM -> PyPI,99,2,exec_ratio
NPM -> PyPI,99,3,unique_syscalls
NPM -> PyPI,99,4,memory_ratio
NPM -> PyPI,99,5,connect_unix_socket_count
NPM -> PyPI,99,6,failed_execve_count
NPM -> PyPI,99,7,permission_ratio
NPM -> PyPI,99,8,execve_count
NPM -> PyPI,99,9,late_execve_count
NPM -> PyPI,99,10,exec_shell_count
NPM -> PyPI,99,11,memory_syscall_count
NPM -> PyPI,99,12,late_chmod_count
NPM -> PyPI,99,13,num_processes_with_shell
NPM -> PyPI,99,14,late_memory_count
NPM -> PyPI,99,15,hidden_path_count
NPM -> PyPI,99,16,mkdirat_count
NPM -> PyPI,99,17,tmp_write_open_count
NPM -> PyPI,99,18,fchmodat_count
NPM -> PyPI,99,19,tmp_chmod_count
NPM -> PyPI,99,20,chmod_path_count
NPM -> PyPI,99,21,late_other_count
NPM -> PyPI,99,22,openat_count
NPM -> PyPI,99,23,write_open_count
NPM -> PyPI,99,24,total_syscalls
NPM -> PyPI,99,25,late_file_count
NPM -> PyPI,99,26,bind_count
NPM -> PyPI,99,27,home_path_count
NPM -> PyPI,99,28,late_permission_count
NPM -> PyPI,99,29,uses_curl_shell_pattern
NPM -> PyPI,99,30,max_syscalls_in_one_process
NPM -> PyPI,99,31,socket_count
NPM -> PyPI,99,32,tmp_path_count
NPM -> PyPI,99,33,write_count
NPM -> PyPI,99,34,failed_syscall_count
NPM -> PyPI,99,35,permission_syscall_count
NPM -> PyPI,99,36,failed_open_count
NPM -> PyPI,99,37,process_ratio
NPM -> PyPI,99,38,early_other_count
NPM -> PyPI,99,39,sensitive_path_count
NPM -> PyPI,99,40,middle_connect_count
NPM -> PyPI,99,41,process_syscall_count
NPM -> PyPI,99,42,faccessat_count
NPM -> PyPI,99,43,middle_permission_count
NPM -> PyPI,99,44,middle_other_count
NPM -> PyPI,99,45,late_process_count
NPM -> PyPI,99,46,touched_env_file
NPM -> PyPI,99,47,middle_network_count
NPM -> PyPI,99,48,exec_downloader_count
NPM -> PyPI,99,49,readlinkat_count
NPM -> PyPI,99,50,futex_count
NPM -> PyPI,99,51,port_80_count
NPM -> PyPI,99,52,early_permission_count
NPM -> PyPI,99,53,middle_execve_count
NPM -> PyPI,99,54,uses_base64_keyword
NPM -> PyPI,99,55,touched_ssh
NPM -> PyPI,99,56,ENETUNREACH_count
NPM -> PyPI,99,57,uses_wget_shell_pattern
NPM -> PyPI,99,58,ENOTDIR_count
NPM -> PyPI,99,59,mmap_count
NPM -> PyPI,99,60,renameat_count
NPM -> PyPI,99,61,EACCES_count
NPM -> PyPI,99,62,middle_memory_count
NPM -> PyPI,99,63,recvfrom_count
NPM -> PyPI,99,64,brk_count
NPM -> PyPI,99,65,EEXIST_count
NPM -> PyPI,99,66,connect_ipv4_count
NPM -> PyPI,99,67,early_network_count
NPM -> PyPI,99,68,sequence_truncated
NPM -> PyPI,99,69,middle_write_count
NPM -> PyPI,99,70,early_chmod_count
NPM -> PyPI,99,71,EINVAL_count
NPM -> PyPI,99,72,early_write_count
NPM -> PyPI,99,73,failed_connect_count
NPM -> PyPI,99,74,path_total_count
NPM -> PyPI,99,75,mprotect_count
NPM -> PyPI,99,76,exec_remote_tool_count
NPM -> PyPI,99,77,ENOENT_count
NPM -> PyPI,99,78,early_connect_count
NPM -> PyPI,99,79,port_443_count
NPM -> PyPI,99,80,unlinkat_count
NPM -> PyPI,99,81,write_ratio
NPM -> PyPI,99,82,munmap_count
NPM -> PyPI,99,83,late_write_count
NPM -> PyPI,99,84,middle_chmod_count
NPM -> PyPI,99,85,connect_ipv6_count
NPM -> PyPI,99,86,sendto_count
NPM -> PyPI,99,87,middle_file_count
NPM -> PyPI,99,88,getrandom_count
NPM -> PyPI,99,89,network_syscall_count
NPM -> PyPI,99,90,read_count
NPM -> PyPI,99,91,middle_process_count
NPM -> PyPI,99,92,close_count
NPM -> PyPI,99,93,recvmsg_count
NPM -> PyPI,99,94,wait4_count
NPM -> PyPI,99,95,getdents64_count
NPM -> PyPI,99,96,file_syscall_count
NPM -> PyPI,99,97,early_file_count
PyPI -> NPM,99,1,EEXIST_count
PyPI -> NPM,99,2,tmp_write_open_count
PyPI -> NPM,99,3,write_open_count
PyPI -> NPM,99,4,unlinkat_count
PyPI -> NPM,99,5,tmp_path_count
PyPI -> NPM,99,6,mkdirat_count
PyPI -> NPM,99,7,brk_count
PyPI -> NPM,99,8,home_path_count
PyPI -> NPM,99,9,renameat_count
PyPI -> NPM,99,10,permission_syscall_count
PyPI -> NPM,99,11,mmap_count
PyPI -> NPM,99,12,num_processes_with_shell
PyPI -> NPM,99,13,mprotect_count
PyPI -> NPM,99,14,hidden_path_count
PyPI -> NPM,99,15,permission_ratio
PyPI -> NPM,99,16,chmod_path_count
PyPI -> NPM,99,17,fchmodat_count
PyPI -> NPM,99,18,failed_syscall_count
PyPI -> NPM,99,19,memory_syscall_count
PyPI -> NPM,99,20,path_total_count
PyPI -> NPM,99,21,early_permission_count
PyPI -> NPM,99,22,early_chmod_count
PyPI -> NPM,99,23,total_syscalls
PyPI -> NPM,99,24,tmp_chmod_count
PyPI -> NPM,99,25,munmap_count
PyPI -> NPM,99,26,process_ratio
PyPI -> NPM,99,27,early_other_count
PyPI -> NPM,99,28,memory_ratio
PyPI -> NPM,99,29,early_write_count
PyPI -> NPM,99,30,write_count
PyPI -> NPM,99,31,write_ratio
PyPI -> NPM,99,32,connect_unix_socket_count
PyPI -> NPM,99,33,close_count
PyPI -> NPM,99,34,file_syscall_count
PyPI -> NPM,99,35,ENOENT_count
PyPI -> NPM,99,36,exec_ratio
PyPI -> NPM,99,37,unique_syscalls
PyPI -> NPM,99,38,getdents64_count
PyPI -> NPM,99,39,max_syscalls_in_one_process
PyPI -> NPM,99,40,openat_count
PyPI -> NPM,99,41,read_count
PyPI -> NPM,99,42,process_syscall_count
PyPI -> NPM,99,43,futex_count
PyPI -> NPM,99,44,network_syscall_count
PyPI -> NPM,99,45,early_file_count
PyPI -> NPM,99,46,socket_count
PyPI -> NPM,99,47,early_connect_count
PyPI -> NPM,99,48,getrandom_count
PyPI -> NPM,99,49,bind_count
PyPI -> NPM,99,50,failed_open_count
PyPI -> NPM,99,51,early_network_count
PyPI -> NPM,99,52,exec_shell_count
PyPI -> NPM,99,53,error_unique_count
PyPI -> NPM,99,54,recvfrom_count
PyPI -> NPM,99,55,connect_ipv4_count
PyPI -> NPM,99,56,sendto_count
PyPI -> NPM,99,57,exec_remote_tool_count
PyPI -> NPM,99,58,failed_connect_count
PyPI -> NPM,99,59,ENETUNREACH_count
PyPI -> NPM,99,60,sensitive_path_count
PyPI -> NPM,99,61,wait4_count
PyPI -> NPM,99,62,ENOTDIR_count
PyPI -> NPM,99,63,port_443_count
PyPI -> NPM,99,64,faccessat_count
PyPI -> NPM,99,65,execve_count
PyPI -> NPM,99,66,connect_ipv6_count
PyPI -> NPM,99,67,late_file_count
PyPI -> NPM,99,68,failed_execve_count
PyPI -> NPM,99,69,sequence_truncated
PyPI -> NPM,99,70,readlinkat_count
PyPI -> NPM,99,71,EINVAL_count
PyPI -> NPM,99,72,port_80_count
PyPI -> NPM,99,73,uses_curl_shell_pattern
PyPI -> NPM,99,74,EACCES_count
PyPI -> NPM,99,75,recvmsg_count
PyPI -> NPM,99,76,middle_execve_count
PyPI -> NPM,99,77,exec_downloader_count
PyPI -> NPM,99,78,uses_base64_keyword
PyPI -> NPM,99,79,late_chmod_count
PyPI -> NPM,99,80,middle_other_count
PyPI -> NPM,99,81,uses_wget_shell_pattern
PyPI -> NPM,99,82,touched_ssh
PyPI -> NPM,99,83,touched_env_file
PyPI -> NPM,99,84,middle_permission_count
PyPI -> NPM,99,85,late_execve_count
PyPI -> NPM,99,86,middle_network_count
PyPI -> NPM,99,87,middle_connect_count
PyPI -> NPM,99,88,late_permission_count
PyPI -> NPM,99,89,middle_write_count
PyPI -> NPM,99,90,late_memory_count
PyPI -> NPM,99,91,middle_memory_count
PyPI -> NPM,99,92,late_process_count
PyPI -> NPM,99,93,late_other_count
PyPI -> NPM,99,94,middle_chmod_count
PyPI -> NPM,99,95,late_write_count
PyPI -> NPM,99,96,middle_file_count
PyPI -> NPM,99,97,middle_process_count
NPM -> PyPI,123,1,shell_plus_sensitive_path
NPM -> PyPI,123,2,spawned_shell
NPM -> PyPI,123,3,unique_syscalls
NPM -> PyPI,123,4,error_unique_count
NPM -> PyPI,123,5,memory_ratio
NPM -> PyPI,123,6,connect_unix_socket_count
NPM -> PyPI,123,7,exec_ratio
NPM -> PyPI,123,8,failed_execve_count
NPM -> PyPI,123,9,num_processes_with_shell
NPM -> PyPI,123,10,process_ratio
NPM -> PyPI,123,11,late_chmod_count
NPM -> PyPI,123,12,late_memory_count
NPM -> PyPI,123,13,permission_ratio
NPM -> PyPI,123,14,tmp_exec_count
NPM -> PyPI,123,15,late_permission_count
NPM -> PyPI,123,16,late_execve_count
NPM -> PyPI,123,17,mkdirat_count
NPM -> PyPI,123,18,process_syscall_count
NPM -> PyPI,123,19,tmp_write_open_count
NPM -> PyPI,123,20,write_open_count
NPM -> PyPI,123,21,total_syscalls
NPM -> PyPI,123,22,uses_curl_shell_pattern
NPM -> PyPI,123,23,openat_count
NPM -> PyPI,123,24,path_total_count
NPM -> PyPI,123,25,middle_connect_count
NPM -> PyPI,123,26,write_count
NPM -> PyPI,123,27,memory_syscall_count
NPM -> PyPI,123,28,connect_count
NPM -> PyPI,123,29,failed_syscall_count
NPM -> PyPI,123,30,middle_chmod_count
NPM -> PyPI,123,31,chmod_path_count
NPM -> PyPI,123,32,port_443_count
NPM -> PyPI,123,33,permission_syscall_count
NPM -> PyPI,123,34,tmp_chmod_count
NPM -> PyPI,123,35,fchmodat_count
NPM -> PyPI,123,36,hidden_path_count
NPM -> PyPI,123,37,tmp_path_count
NPM -> PyPI,123,38,network_syscall_count
NPM -> PyPI,123,39,exec_shell_count
NPM -> PyPI,123,40,readlinkat_count
NPM -> PyPI,123,41,faccessat_count
NPM -> PyPI,123,42,home_path_count
NPM -> PyPI,123,43,late_process_count
NPM -> PyPI,123,44,early_permission_count
NPM -> PyPI,123,45,failed_open_count
NPM -> PyPI,123,46,sensitive_path_count
NPM -> PyPI,123,47,exec_downloader_count
NPM -> PyPI,123,48,early_other_count
NPM -> PyPI,123,49,late_write_count
NPM -> PyPI,123,50,close_count
NPM -> PyPI,123,51,mprotect_count
NPM -> PyPI,123,52,middle_execve_count
NPM -> PyPI,123,53,late_file_count
NPM -> PyPI,123,54,touched_env_file
NPM -> PyPI,123,55,middle_permission_count
NPM -> PyPI,123,56,middle_process_count
NPM -> PyPI,123,57,bind_count
NPM -> PyPI,123,58,unlinkat_count
NPM -> PyPI,123,59,first_connect_offset
NPM -> PyPI,123,60,port_80_count
NPM -> PyPI,123,61,uses_base64_keyword
NPM -> PyPI,123,62,middle_network_count
NPM -> PyPI,123,63,middle_other_count
NPM -> PyPI,123,64,ENOENT_count
NPM -> PyPI,123,65,ENOTDIR_count
NPM -> PyPI,123,66,early_chmod_count
NPM -> PyPI,123,67,touched_ssh
NPM -> PyPI,123,68,early_network_count
NPM -> PyPI,123,69,uses_wget_shell_pattern
NPM -> PyPI,123,70,EACCES_count
NPM -> PyPI,123,71,exec_remote_tool_count
NPM -> PyPI,123,72,early_connect_count
NPM -> PyPI,123,73,early_write_count
NPM -> PyPI,123,74,EEXIST_count
NPM -> PyPI,123,75,recvfrom_count
NPM -> PyPI,123,76,sequence_truncated
NPM -> PyPI,123,77,execve_count
NPM -> PyPI,123,78,EINVAL_count
NPM -> PyPI,123,79,socket_count
NPM -> PyPI,123,80,middle_memory_count
NPM -> PyPI,123,81,middle_write_count
NPM -> PyPI,123,82,futex_count
NPM -> PyPI,123,83,late_other_count
NPM -> PyPI,123,84,wait4_count
NPM -> PyPI,123,85,connect_ipv4_count
NPM -> PyPI,123,86,failed_connect_count
NPM -> PyPI,123,87,renameat_count
NPM -> PyPI,123,88,failed_connect_ratio
NPM -> PyPI,123,89,read_count
NPM -> PyPI,123,90,getrandom_count
NPM -> PyPI,123,91,write_ratio
NPM -> PyPI,123,92,munmap_count
NPM -> PyPI,123,93,sendto_count
NPM -> PyPI,123,94,failed_open_ratio
NPM -> PyPI,123,95,getdents64_count
NPM -> PyPI,123,96,first_chmod_offset
NPM -> PyPI,123,97,brk_count
PyPI -> NPM,123,1,EEXIST_count
PyPI -> NPM,123,2,tmp_write_open_count
PyPI -> NPM,123,3,write_open_count
PyPI -> NPM,123,4,mkdirat_count
PyPI -> NPM,123,5,tmp_path_count
PyPI -> NPM,123,6,renameat_count
PyPI -> NPM,123,7,chmod_path_count
PyPI -> NPM,123,8,unlinkat_count
PyPI -> NPM,123,9,permission_ratio
PyPI -> NPM,123,10,num_processes_with_shell
PyPI -> NPM,123,11,home_path_count
PyPI -> NPM,123,12,path_total_count
PyPI -> NPM,123,13,memory_syscall_count
PyPI -> NPM,123,14,hidden_path_count
PyPI -> NPM,123,15,spawned_shell
PyPI -> NPM,123,16,shell_plus_sensitive_path
PyPI -> NPM,123,17,fchmodat_count
PyPI -> NPM,123,18,early_chmod_count
PyPI -> NPM,123,19,tmp_chmod_count
PyPI -> NPM,123,20,mprotect_count
PyPI -> NPM,123,21,munmap_count
PyPI -> NPM,123,22,write_count
PyPI -> NPM,123,23,early_write_count
PyPI -> NPM,123,24,early_other_count
PyPI -> NPM,123,25,close_count
PyPI -> NPM,123,26,brk_count
PyPI -> NPM,123,27,permission_syscall_count
PyPI -> NPM,123,28,total_syscalls
PyPI -> NPM,123,29,openat_count
PyPI -> NPM,123,30,early_permission_count
PyPI -> NPM,123,31,failed_syscall_count
PyPI -> NPM,123,32,exec_ratio
PyPI -> NPM,123,33,write_ratio
PyPI -> NPM,123,34,memory_ratio
PyPI -> NPM,123,35,process_ratio
PyPI -> NPM,123,36,getrandom_count
PyPI -> NPM,123,37,read_count
PyPI -> NPM,123,38,getdents64_count
PyPI -> NPM,123,39,early_network_count
PyPI -> NPM,123,40,socket_count
PyPI -> NPM,123,41,futex_count
PyPI -> NPM,123,42,network_syscall_count
PyPI -> NPM,123,43,bind_count
PyPI -> NPM,123,44,ENOENT_count
PyPI -> NPM,123,45,unique_syscalls
PyPI -> NPM,123,46,process_syscall_count
PyPI -> NPM,123,47,connect_unix_socket_count
PyPI -> NPM,123,48,first_chmod_offset
PyPI -> NPM,123,49,connect_ipv4_count
PyPI -> NPM,123,50,failed_open_count
PyPI -> NPM,123,51,failed_open_ratio
PyPI -> NPM,123,52,error_unique_count
PyPI -> NPM,123,53,connect_count
PyPI -> NPM,123,54,early_connect_count
PyPI -> NPM,123,55,port_443_count
PyPI -> NPM,123,56,sendto_count
PyPI -> NPM,123,57,exec_remote_tool_count
PyPI -> NPM,123,58,failed_connect_count
PyPI -> NPM,123,59,exec_shell_count
PyPI -> NPM,123,60,first_connect_offset
PyPI -> NPM,123,61,recvfrom_count
PyPI -> NPM,123,62,ENOTDIR_count
PyPI -> NPM,123,63,sensitive_path_count
PyPI -> NPM,123,64,wait4_count
PyPI -> NPM,123,65,execve_count
PyPI -> NPM,123,66,sequence_truncated
PyPI -> NPM,123,67,faccessat_count
PyPI -> NPM,123,68,readlinkat_count
PyPI -> NPM,123,69,failed_execve_count
PyPI -> NPM,123,70,EINVAL_count
PyPI -> NPM,123,71,tmp_exec_count
PyPI -> NPM,123,72,uses_curl_shell_pattern
PyPI -> NPM,123,73,port_80_count
PyPI -> NPM,123,74,middle_execve_count
PyPI -> NPM,123,75,EACCES_count
PyPI -> NPM,123,76,exec_downloader_count
PyPI -> NPM,123,77,middle_process_count
PyPI -> NPM,123,78,late_permission_count
PyPI -> NPM,123,79,middle_connect_count
PyPI -> NPM,123,80,uses_base64_keyword
PyPI -> NPM,123,81,touched_ssh
PyPI -> NPM,123,82,uses_wget_shell_pattern
PyPI -> NPM,123,83,late_chmod_count
PyPI -> NPM,123,84,touched_env_file
PyPI -> NPM,123,85,late_file_count
PyPI -> NPM,123,86,late_execve_count
PyPI -> NPM,123,87,middle_permission_count
PyPI -> NPM,123,88,middle_other_count
PyPI -> NPM,123,89,middle_chmod_count
PyPI -> NPM,123,90,late_memory_count
PyPI -> NPM,123,91,late_process_count
PyPI -> NPM,123,92,middle_write_count
PyPI -> NPM,123,93,middle_memory_count
PyPI -> NPM,123,94,middle_network_count
PyPI -> NPM,123,95,late_write_count
PyPI -> NPM,123,96,failed_connect_ratio
PyPI -> NPM,123,97,late_other_count
