experiment,seed,feature_group,n_features,model,alignment,source_threshold,target_threshold,source_oof_f1,source_pred_rate,accuracy,balanced_accuracy,precision,malicious_recall,f1,auc,tn,fp,fn,tp,total_error,threshold
PyPI -> NPM,3,all_minus_ratios,118,ExtraTrees,mean_std_score_alignment,0.49,0.49,0.9582477754962354,0.49118046132971505,0.9328358208955224,0.9328358208955223,0.9804216867469879,0.8833107191316146,0.9293361884368309,0.9636742892175365,724,13,86,651,99,0.49
PyPI -> NPM,3,all_minus_flags,126,ExtraTrees,mean_std_score_alignment,0.46,0.46,0.9536784741144414,0.49592944369063774,0.9382632293080054,0.9382632293080054,0.9835329341317365,0.8914518317503393,0.9352313167259787,0.9706325287341508,726,11,80,657,91,0.46
NPM -> PyPI,4,all_features,129,RandomForest,rank_threshold_transfer,0.53,0.62,0.9724137931034482,0.4837177747625509,0.5888738127544098,0.5888738127544098,0.5908460471567267,0.5780189959294437,0.5843621399176955,0.633749348729401,442,295,311,426,606,0.62
NPM -> PyPI,4,file_only,25,RandomForest,rank_threshold_transfer,0.54,0.8085714285714286,0.9723756906077348,0.48236092265943015,0.601763907734057,0.601763907734057,0.6050420168067226,0.5861601085481682,0.5954514128187457,0.6770231732665155,455,282,305,432,587,0.8085714285714286
NPM -> PyPI,4,network_only,24,RandomForest,rank_threshold_transfer,0.65,0.54,0.9625,0.4769335142469471,0.4701492537313433,0.4701492537313433,0.47689075630252103,0.6160108548168249,0.5375962107756068,0.5293840406945168,239,498,283,454,781,0.54
NPM -> PyPI,4,process_only,22,RandomForest,rank_threshold_transfer,0.61,0.32,0.9680555555555556,0.4769335142469471,0.45115332428765265,0.45115332428765265,0.46525096525096526,0.6540027137042063,0.5437112239142696,0.44802170226945937,183,554,255,482,809,0.32
NPM -> PyPI,4,permission_only,12,RandomForest,rank_threshold_transfer,0.56,0.32,0.9441764300482426,0.4843962008141113,0.5244233378561737,0.5244233378561737,0.5215827338129496,0.5902306648575305,0.5537873965626989,0.4983909243716044,338,399,302,435,701,0.32
NPM -> PyPI,4,ratios_only,11,RandomForest,rank_threshold_transfer,0.48,0.68,0.9669876203576341,0.4864314789687924,0.60719131614654,0.6071913161465401,0.5977722772277227,0.655359565807327,0.625242718446602,0.5978443173303337,412,325,254,483,579,0.68
NPM -> PyPI,4,flags_only,3,RandomForest,rank_threshold_transfer,0.16,0.049846561360716725,0.9338959212376934,0.46472184531886024,0.5,0.5,0.5,1.0,0.6666666666666666,0.4953025669727102,0,737,0,737,737,0.049846561360716725
NPM -> PyPI,4,all_minus_file,104,RandomForest,rank_threshold_transfer,0.5,0.6257142857142857,0.9710743801652892,0.48507462686567165,0.6024423337856174,0.6024423337856174,0.6032831737346102,0.5983717774762551,0.6008174386920981,0.605564750565662,447,290,296,441,586,0.6257142857142857
NPM -> PyPI,4,all_minus_network,105,RandomForest,rank_threshold_transfer,0.63,0.5971428571428572,0.9730103806228374,0.48032564450474896,0.6207598371777476,0.6207598371777476,0.6246498599439776,0.6051560379918589,0.6147484493452792,0.6612113356984658,469,268,291,446,559,0.5971428571428572
NPM -> PyPI,4,all_minus_process,107,RandomForest,rank_threshold_transfer,0.36,0.6771428571428572,0.9726775956284153,0.4932157394843962,0.5976933514246947,0.5976933514246947,0.5972972972972973,0.5997286295793759,0.5985104942450914,0.6341249224458686,439,298,295,442,593,0.6771428571428572
NPM -> PyPI,4,all_minus_ratios,118,RandomForest,rank_threshold_transfer,0.47,0.6228571428571429,0.9724137931034482,0.4837177747625509,0.5719131614654003,0.5719131614654003,0.5740223463687151,0.5576662143826323,0.565726083964212,0.6392688095233712,432,305,326,411,631,0.6228571428571429
NPM -> PyPI,4,all_minus_flags,126,RandomForest,rank_threshold_transfer,0.53,0.6085714285714285,0.9730848861283644,0.4830393487109905,0.6078697421981004,0.6078697421981004,0.6081632653061224,0.6065128900949797,0.6073369565217391,0.6733659321500307,449,288,290,447,578,0.6085714285714285
PyPI -> NPM,4,all_features,129,ExtraTrees,mean_std_score_alignment,0.57,0.57,0.9528432732316228,0.47829036635006783,0.9382632293080054,0.9382632293080054,0.9923780487804879,0.8833107191316146,0.9346733668341709,0.9713164779286005,732,5,86,651,91,0.57
PyPI -> NPM,4,file_only,25,ExtraTrees,mean_std_score_alignment,0.6,0.6,0.9377186843946816,0.4694708276797829,0.7666214382632293,0.7666214382632293,0.7066246056782335,0.9118046132971506,0.7962085308056872,0.7187063326515319,458,279,65,672,344,0.6
PyPI -> NPM,4,network_only,24,ExtraTrees,mean_std_score_alignment,0.34,0.34,0.7903645833333334,0.5420624151967436,0.7605156037991859,0.7605156037991858,0.6864077669902913,0.9592944369063772,0.8002263723825693,0.8095730794651388,414,323,30,707,353,0.34
PyPI -> NPM,4,process_only,22,ExtraTrees,mean_std_score_alignment,0.5,0.5,0.8494623655913979,0.5094979647218453,0.9341926729986432,0.9341926729986432,0.9761904761904762,0.8900949796472184,0.9311568488289567,0.9487756112738392,721,16,81,656,97,0.5
PyPI -> NPM,4,permission_only,12,ExtraTrees,mean_std_score_alignment,0.41,0.41,0.8922670191672174,0.5264586160108549,0.7306648575305291,0.7306648575305292,0.6679841897233202,0.9172320217096337,0.773013150371641,0.7982451133993287,401,336,61,676,397,0.41
PyPI -> NPM,4,ratios_only,11,ExtraTrees,mean_std_score_alignment,0.46,0.46,0.9262295081967213,0.4932157394843962,0.7584803256445047,0.7584803256445047,0.691073219658977,0.9348710990502035,0.7946943483275664,0.8856304391450911,429,308,48,689,356,0.46
PyPI -> NPM,4,flags_only,3,ExtraTrees,mean_std_score_alignment,0.05,0.05,0.6965973534971645,0.9355495251017639,0.5,0.5,0.5,1.0,0.6666666666666666,0.4891451831750339,0,737,0,737,737,0.05
PyPI -> NPM,4,all_minus_file,104,ExtraTrees,mean_std_score_alignment,0.58,0.58,0.9406009783368274,0.4708276797829037,0.9355495251017639,0.9355495251017639,0.9878419452887538,0.8819538670284939,0.931899641577061,0.9648212618908663,729,8,87,650,95,0.58
PyPI -> NPM,4,all_minus_network,105,ExtraTrees,mean_std_score_alignment,0.47,0.47,0.952054794520548,0.49050203527815467,0.9382632293080054,0.9382632293080054,0.9806547619047619,0.8941655359565808,0.9354151880766501,0.9631606369288378,724,13,78,659,91,0.47
PyPI -> NPM,4,all_minus_process,107,ExtraTrees,mean_std_score_alignment,0.48,0.48,0.9485243651338366,0.48846675712347354,0.7530529172320217,0.7530529172320217,0.6881937436932392,0.9253731343283582,0.7893518518518519,0.9156846211768346,428,309,55,682,364,0.48
PyPI -> NPM,4,all_minus_ratios,118,ExtraTrees,mean_std_score_alignment,0.48,0.48,0.9562243502051984,0.4918588873812754,0.9335142469470827,0.9335142469470827,0.9733333333333334,0.8914518317503393,0.9305949008498584,0.972488304744932,719,18,80,657,98,0.48
PyPI -> NPM,4,all_minus_flags,126,ExtraTrees,mean_std_score_alignment,0.6,0.6,0.9533101045296167,0.4735413839891452,0.9396200814111262,0.9396200814111262,0.9969325153374233,0.8819538670284939,0.9359251259899208,0.9632269146435087,735,2,87,650,89,0.6
NPM -> PyPI,5,all_features,129,RandomForest,rank_threshold_transfer,0.57,0.6114285714285714,0.9736842105263158,0.4796472184531886,0.5834464043419267,0.5834464043419267,0.5864978902953587,0.5658073270013568,0.5759668508287292,0.613600923469491,443,294,320,417,614,0.6114285714285714
NPM -> PyPI,5,file_only,25,RandomForest,rank_threshold_transfer,0.51,0.7771428571428571,0.9731219848380427,0.4843962008141113,0.578697421981004,0.578697421981004,0.5807799442896936,0.5658073270013568,0.5731958762886598,0.6156711815291375,436,301,320,417,621,0.7771428571428571
NPM -> PyPI,5,network_only,24,RandomForest,rank_threshold_transfer,0.58,0.5914285714285714,0.9647058823529412,0.48032564450474896,0.4701492537313433,0.4701492537313433,0.47689075630252103,0.6160108548168249,0.5375962107756068,0.5311256717522538,239,498,283,454,781,0.5914285714285714
NPM -> PyPI,5,process_only,22,RandomForest,rank_threshold_transfer,0.57,0.26857142857142857,0.9673837612768911,0.47761194029850745,0.5617367706919946,0.5617367706919946,0.5364875701684042,0.9077340569877883,0.6743951612903226,0.49719516393608626,159,578,68,669,646,0.26857142857142857
NPM -> PyPI,5,permission_only,12,RandomForest,rank_threshold_transfer,0.55,0.28,0.9415807560137457,0.4871099050203528,0.4681139755766621,0.4681139755766621,0.47295742232451093,0.5576662143826323,0.5118306351183064,0.34340140913785583,279,458,326,411,784,0.28
NPM -> PyPI,5,ratios_only,11,RandomForest,rank_threshold_transfer,0.57,0.7085714285714285,0.9688581314878892,0.48032564450474896,0.6085481682496607,0.6085481682496607,0.5954653937947494,0.6770691994572592,0.6336507936507937,0.596573073941996,398,339,238,499,577,0.7085714285714285
NPM -> PyPI,5,flags_only,3,RandomForest,rank_threshold_transfer,0.17,0.05554407237274453,0.9338959212376934,0.46472184531886024,0.5,0.5,0.5,1.0,0.6666666666666666,0.4953025669727102,0,737,0,737,737,0.05554407237274453
NPM -> PyPI,5,all_minus_file,104,RandomForest,rank_threshold_transfer,0.38,0.6257142857142857,0.971937029431896,0.49118046132971505,0.6010854816824966,0.6010854816824966,0.6027586206896551,0.592944369063772,0.5978112175102599,0.5951978113625777,449,288,300,437,588,0.6257142857142857
NPM -> PyPI,5,all_minus_network,105,RandomForest,rank_threshold_transfer,0.59,0.6285714285714286,0.9743944636678201,0.48032564450474896,0.5759837177747625,0.5759837177747625,0.5782122905027933,0.5617367706919946,0.5698554714384033,0.5940674081179155,435,302,323,414,625,0.6285714285714286
NPM -> PyPI,5,all_minus_process,107,RandomForest,rank_threshold_transfer,0.52,0.6485714285714286,0.9764868603042877,0.48100407055630934,0.5881953867028494,0.5881953867028494,0.5905292479108635,0.5753052917232022,0.5828178694158076,0.6531880501280448,443,294,313,424,607,0.6485714285714286
NPM -> PyPI,5,all_minus_ratios,118,RandomForest,rank_threshold_transfer,0.58,0.62,0.9736842105263158,0.4796472184531886,0.576662143826323,0.5766621438263229,0.5783633841886269,0.5658073270013568,0.5720164609053497,0.6730188946718241,433,304,320,417,624,0.62
NPM -> PyPI,5,all_minus_flags,126,RandomForest,rank_threshold_transfer,0.62,0.64,0.9743589743589743,0.4789687924016282,0.6126187245590231,0.6126187245590231,0.6152777777777778,0.6010854816824966,0.608098833218943,0.6257417120638329,460,277,294,443,571,0.64
PyPI -> NPM,5,all_features,129,ExtraTrees,mean_std_score_alignment,0.51,0.51,0.9504814305364512,0.4864314789687924,0.9355495251017639,0.9355495251017639,0.9776785714285714,0.8914518317503393,0.9325762952448545,0.9642532986970908,722,15,80,657,95,0.51
PyPI -> NPM,5,file_only,25,ExtraTrees,mean_std_score_alignment,0.61,0.61,0.9493407356002775,0.47761194029850745,0.7544097693351425,0.7544097693351425,0.691914022517912,0.9172320217096337,0.7887981330221704,0.6952053596578597,436,301,61,676,362,0.61
PyPI -> NPM,5,network_only,24,ExtraTrees,mean_std_score_alignment,0.46,0.46,0.8034875922199866,0.5115332428765265,0.694708276797829,0.694708276797829,0.6548004314994607,0.8236092265943012,0.7295673076923077,0.7030012758460074,417,320,130,607,450,0.46
PyPI -> NPM,5,process_only,22,ExtraTrees,mean_std_score_alignment,0.41,0.41,0.849933598937583,0.5217096336499322,0.9328358208955224,0.9328358208955223,0.973293768545994,0.8900949796472184,0.9298369950389794,0.9543954091636304,719,18,81,656,99,0.41
PyPI -> NPM,5,permission_only,12,ExtraTrees,mean_std_score_alignment,0.46,0.46,0.8925294888597641,0.5352781546811397,0.7327001356852103,0.7327001356852103,0.6683022571148185,0.9240162822252375,0.775626423690205,0.8198792640964414,399,338,56,681,394,0.46
PyPI -> NPM,5,ratios_only,11,ExtraTrees,mean_std_score_alignment,0.63,0.63,0.9243816254416961,0.4599728629579376,0.3337856173677069,0.33378561736770695,0.2839506172839506,0.21845318860244234,0.2469325153374233,0.29816594835124977,331,406,576,161,982,0.63
PyPI -> NPM,5,flags_only,3,ExtraTrees,mean_std_score_alignment,0.44,0.44,0.6969267139479906,0.9348710990502035,0.5,0.5,0.5,1.0,0.6666666666666666,0.4891451831750339,0,737,0,737,737,0.44
PyPI -> NPM,5,all_minus_file,104,ExtraTrees,mean_std_score_alignment,0.58,0.58,0.9385474860335196,0.47150610583446406,0.937584803256445,0.9375848032564451,0.9820627802690582,0.8914518317503393,0.9345661450924608,0.9621121603036993,725,12,80,657,92,0.58
PyPI -> NPM,5,all_minus_network,105,ExtraTrees,mean_std_score_alignment,0.54,0.54,0.9502762430939227,0.48236092265943015,0.937584803256445,0.9375848032564451,0.9791976225854383,0.8941655359565808,0.9347517730496454,0.9689277186290088,723,14,78,659,92,0.54
PyPI -> NPM,5,all_minus_process,107,ExtraTrees,mean_std_score_alignment,0.55,0.55,0.9502762430939227,0.48236092265943015,0.7605156037991859,0.7605156037991858,0.6995841995841996,0.9131614654002713,0.7922307239552678,0.8333667790319402,448,289,64,673,353,0.55
PyPI -> NPM,5,all_minus_ratios,118,ExtraTrees,mean_std_score_alignment,0.59,0.59,0.9542302357836339,0.47829036635006783,0.9362279511533242,0.9362279511533242,0.9878603945371776,0.8833107191316146,0.9326647564469914,0.9672670936669803,729,8,86,651,94,0.59
PyPI -> NPM,5,all_minus_flags,126,ExtraTrees,mean_std_score_alignment,0.52,0.52,0.9504814305364512,0.4864314789687924,0.9369063772048847,0.9369063772048847,0.9893617021276596,0.8833107191316146,0.9333333333333333,0.9663999602333713,730,7,86,651,93,0.52
NPM -> PyPI,10,all_features,129,RandomForest,rank_threshold_transfer,0.61,0.66,0.9686847599164927,0.47489823609226595,0.5868385345997287,0.5868385345997287,0.5881542699724518,0.5793758480325645,0.583732057416268,0.6210065375601332,438,299,310,427,609,0.66
NPM -> PyPI,10,file_only,25,RandomForest,rank_threshold_transfer,0.57,0.7514285714285714,0.970873786407767,0.47829036635006783,0.592944369063772,0.592944369063772,0.5937072503419972,0.5888738127544098,0.5912806539509536,0.7045173785691009,440,297,303,434,600,0.7514285714285714
NPM -> PyPI,10,network_only,24,RandomForest,rank_threshold_transfer,0.8,0.5828571428571429,0.9620786516853933,0.466078697421981,0.4701492537313433,0.4701492537313433,0.47689075630252103,0.6160108548168249,0.5375962107756068,0.5329114879531048,239,498,283,454,781,0.5828571428571429
NPM -> PyPI,10,process_only,22,RandomForest,rank_threshold_transfer,0.65,0.3057142857142857,0.9644599303135889,0.4735413839891452,0.7584803256445047,0.7584803256445047,0.7620357634112792,0.751696065128901,0.7568306010928961,0.746691177147444,564,173,183,554,356,0.3057142857142857
NPM -> PyPI,10,permission_only,12,RandomForest,rank_threshold_transfer,0.67,0.3171428571428571,0.94109396914446,0.46743554952510175,0.4843962008141113,0.4843962008141113,0.48435374149659866,0.4830393487109905,0.483695652173913,0.373944389315296,358,379,381,356,760,0.3171428571428571
NPM -> PyPI,10,ratios_only,11,RandomForest,rank_threshold_transfer,0.69,0.7171428571428572,0.9665271966527197,0.4728629579375848,0.5610583446404342,0.5610583446404342,0.5589005235602095,0.5793758480325645,0.5689540306462358,0.575536343200735,400,337,310,427,647,0.7171428571428572
NPM -> PyPI,10,flags_only,3,RandomForest,rank_threshold_transfer,0.18,0.04776450139329264,0.9338959212376934,0.46472184531886024,0.5,0.5,0.5,1.0,0.6666666666666666,0.4953025669727102,0,737,0,737,737,0.04776450139329264
NPM -> PyPI,10,all_minus_file,104,RandomForest,rank_threshold_transfer,0.56,0.6371428571428571,0.9680998613037448,0.47829036635006783,0.6139755766621439,0.6139755766621439,0.616991643454039,0.6010854816824966,0.60893470790378,0.6034245326960854,462,275,294,443,569,0.6371428571428571
NPM -> PyPI,10,all_minus_network,105,RandomForest,rank_threshold_transfer,0.54,0.6257142857142857,0.9687716863289383,0.47761194029850745,0.6132971506105834,0.6132971506105834,0.6174402250351617,0.5956580732700135,0.606353591160221,0.598006329521751,465,272,298,439,570,0.6257142857142857
NPM -> PyPI,10,all_minus_process,107,RandomForest,rank_threshold_transfer,0.31,0.7028571428571428,0.9701492537313433,0.5,0.6004070556309362,0.6004070556309362,0.6,0.6024423337856174,0.6012186865267434,0.6447965550316753,441,296,293,444,589,0.7028571428571428
NPM -> PyPI,10,all_minus_ratios,118,RandomForest,rank_threshold_transfer,0.32,0.6114285714285714,0.9700272479564033,0.49592944369063774,0.6065128900949797,0.6065128900949797,0.6065128900949797,0.6065128900949797,0.6065128900949797,0.6473546907132034,447,290,290,447,580,0.6114285714285714
NPM -> PyPI,10,all_minus_flags,126,RandomForest,rank_threshold_transfer,0.62,0.6228571428571429,0.9680111265646731,0.4755766621438263,0.6126187245590231,0.6126187245590231,0.6182336182336182,0.5888738127544098,0.6031966643502432,0.65325708941416,469,268,303,434,571,0.6228571428571429
PyPI -> NPM,10,all_features,129,ExtraTrees,mean_std_score_alignment,0.49,0.49,0.9574759945130316,0.4891451831750339,0.9335142469470827,0.9335142469470827,0.9804511278195489,0.8846675712347354,0.9300998573466477,0.965935095706861,724,13,85,652,98,0.49
PyPI -> NPM,10,file_only,25,ExtraTrees,mean_std_score_alignment,0.54,0.54,0.9510006901311249,0.4830393487109905,0.7313432835820896,0.7313432835820896,0.6683119447186574,0.9185888738127544,0.7737142857142857,0.6910243404907128,401,336,60,677,396,0.54
PyPI -> NPM,10,network_only,24,ExtraTrees,mean_std_score_alignment,0.39,0.39,0.8110599078341014,0.5305291723202171,0.7618724559023067,0.7618724559023067,0.6881091617933723,0.9579375848032564,0.8009075439591605,0.659883940357421,417,320,31,706,351,0.39
PyPI -> NPM,10,process_only,22,ExtraTrees,mean_std_score_alignment,0.46,0.46,0.8586666666666667,0.5176390773405699,0.9341926729986432,0.9341926729986432,0.9761904761904762,0.8900949796472184,0.9311568488289567,0.9488004654168408,721,16,81,656,97,0.46
PyPI -> NPM,10,permission_only,12,ExtraTrees,mean_std_score_alignment,0.54,0.54,0.9018280297901151,0.5020352781546812,0.7476255088195387,0.7476255088195387,0.6759884281581485,0.9511533242876526,0.790304396843292,0.6525298756004116,401,336,36,701,372,0.54
PyPI -> NPM,10,ratios_only,11,ExtraTrees,mean_std_score_alignment,0.42,0.42,0.933243425488874,0.5061058344640434,0.7740841248303935,0.7740841248303935,0.7065439672801636,0.937584803256445,0.8058309037900875,0.9289631772063576,450,287,46,691,333,0.42
PyPI -> NPM,10,flags_only,3,ExtraTrees,mean_std_score_alignment,0.05,0.05,0.6965973534971645,0.9355495251017639,0.5,0.5,0.5,1.0,0.6666666666666666,0.4891451831750339,0,737,0,737,737,0.05
PyPI -> NPM,10,all_minus_file,104,ExtraTrees,mean_std_score_alignment,0.54,0.54,0.9440221147201106,0.4816824966078697,0.9402985074626866,0.9402985074626866,0.9894419306184012,0.8900949796472184,0.9371428571428572,0.9624104100197175,730,7,81,656,88,0.54
PyPI -> NPM,10,all_minus_network,105,ExtraTrees,mean_std_score_alignment,0.47,0.47,0.9562841530054644,0.4932157394843962,0.9369063772048847,0.9369063772048847,0.9777448071216617,0.8941655359565808,0.9340892983699504,0.9517332542910217,722,15,78,659,93,0.47
PyPI -> NPM,10,all_minus_process,107,ExtraTrees,mean_std_score_alignment,0.45,0.45,0.9576502732240437,0.4932157394843962,0.7557666214382632,0.7557666214382632,0.6879361914257228,0.9362279511533242,0.7931034482758621,0.9013631116650619,424,313,47,690,360,0.45
PyPI -> NPM,10,all_minus_ratios,118,ExtraTrees,mean_std_score_alignment,0.45,0.45,0.9612508497620667,0.49796472184531887,0.9328358208955224,0.9328358208955223,0.9804216867469879,0.8833107191316146,0.9293361884368309,0.9647595867952701,724,13,86,651,99,0.45
PyPI -> NPM,10,all_minus_flags,126,ExtraTrees,mean_std_score_alignment,0.51,0.51,0.9573590096286108,0.4864314789687924,0.937584803256445,0.9375848032564451,0.9908675799086758,0.8833107191316146,0.9340028694404591,0.9676518726215966,731,6,86,651,92,0.51
NPM -> PyPI,42,all_features,129,RandomForest,rank_threshold_transfer,0.55,0.6314285714285715,0.971704623878537,0.4830393487109905,0.5759837177747625,0.5759837177747625,0.5773480662983426,0.5671641791044776,0.5722108145106092,0.5936890728300032,431,306,319,418,625,0.6314285714285715
NPM -> PyPI,42,file_only,25,RandomForest,rank_threshold_transfer,0.53,0.7485714285714286,0.9724137931034482,0.4837177747625509,0.5671641791044776,0.5671641791044776,0.5640362225097024,0.5915875169606513,0.5774834437086093,0.6957015219940755,400,337,301,436,638,0.7485714285714286
NPM -> PyPI,42,network_only,24,RandomForest,rank_threshold_transfer,0.59,0.6228571428571429,0.9633217993079585,0.48032564450474896,0.4701492537313433,0.4701492537313433,0.47689075630252103,0.6160108548168249,0.5375962107756068,0.5297706606967629,239,498,283,454,781,0.6228571428571429
NPM -> PyPI,42,process_only,22,RandomForest,rank_threshold_transfer,0.67,0.26857142857142857,0.9666203059805285,0.4755766621438263,0.42672998643147897,0.42672998643147897,0.4523809523809524,0.6960651289009498,0.5483698556921432,0.403233616056881,116,621,224,513,845,0.26857142857142857
NPM -> PyPI,42,permission_only,12,RandomForest,rank_threshold_transfer,0.62,0.27714285714285714,0.9459649122807018,0.46675712347354137,0.5027137042062415,0.5027137042062415,0.5028409090909091,0.48032564450474896,0.4913254684247051,0.5103006614884134,387,350,383,354,733,0.27714285714285714
NPM -> PyPI,42,ratios_only,11,RandomForest,rank_threshold_transfer,0.45,0.7571428571428571,0.9676531314521679,0.48575305291723203,0.6058344640434192,0.6058344640434192,0.6026315789473684,0.621438263229308,0.6118904475617902,0.6093029977778555,435,302,279,458,581,0.7571428571428571
NPM -> PyPI,42,flags_only,3,RandomForest,rank_threshold_transfer,0.18,0.052111422316845894,0.9338959212376934,0.46472184531886024,0.5,0.5,0.5,1.0,0.6666666666666666,0.4953025669727102,0,737,0,737,737,0.052111422316845894
NPM -> PyPI,42,all_minus_file,104,RandomForest,rank_threshold_transfer,0.38,0.6142857142857143,0.9685792349726776,0.4932157394843962,0.5983717774762551,0.5983717774762551,0.5983717774762551,0.5983717774762551,0.5983717774762551,0.5876458339853711,441,296,296,441,592,0.6142857142857143
NPM -> PyPI,42,all_minus_network,105,RandomForest,rank_threshold_transfer,0.53,0.6828571428571428,0.9710743801652892,0.48507462686567165,0.6078697421981004,0.6078697421981003,0.6102635228848821,0.5970149253731343,0.6035665294924554,0.5875206427465485,456,281,297,440,578,0.6828571428571428
NPM -> PyPI,42,all_minus_process,107,RandomForest,rank_threshold_transfer,0.34,0.6085714285714285,0.9713896457765667,0.49592944369063774,0.5949796472184532,0.5949796472184532,0.5945945945945946,0.5970149253731343,0.5958023019634394,0.6971927705741675,437,300,297,440,597,0.6085714285714285
NPM -> PyPI,42,all_minus_ratios,118,RandomForest,rank_threshold_transfer,0.52,0.6714285714285714,0.9710344827586207,0.4837177747625509,0.5691994572591588,0.5691994572591588,0.5712290502793296,0.5549525101763908,0.5629731589814178,0.5968989393724605,430,307,328,409,635,0.6714285714285714
NPM -> PyPI,42,all_minus_flags,126,RandomForest,rank_threshold_transfer,0.4,0.6457142857142857,0.9712328767123287,0.49050203527815467,0.6112618724559024,0.6112618724559022,0.6120218579234973,0.6078697421981004,0.6099387338325392,0.6075908234821943,453,284,289,448,573,0.6457142857142857
PyPI -> NPM,42,all_features,129,ExtraTrees,mean_std_score_alignment,0.52,0.52,0.9622512010981469,0.48846675712347354,0.9328358208955224,0.9328358208955223,0.9804216867469879,0.8833107191316146,0.9293361884368309,0.9683413449589354,724,13,86,651,99,0.52
PyPI -> NPM,42,file_only,25,ExtraTrees,mean_std_score_alignment,0.54,0.54,0.9553264604810997,0.4871099050203528,0.7252374491180461,0.7252374491180462,0.6611650485436893,0.9240162822252375,0.7707979626485568,0.66946383169879,388,349,56,681,405,0.54
PyPI -> NPM,42,network_only,24,ExtraTrees,mean_std_score_alignment,0.47,0.47,0.7919463087248322,0.510854816824966,0.7177747625508819,0.7177747625508819,0.6673618352450469,0.8683853459972863,0.7547169811320755,0.752756508563633,418,319,97,640,416,0.47
PyPI -> NPM,42,process_only,22,ExtraTrees,mean_std_score_alignment,0.75,0.75,0.8490432317505315,0.45725915875169604,0.9328358208955224,0.9328358208955223,0.9804216867469879,0.8833107191316146,0.9293361884368309,0.9521106690551191,724,13,86,651,99,0.75
PyPI -> NPM,42,permission_only,12,ExtraTrees,mean_std_score_alignment,0.54,0.54,0.8943089430894309,0.5013568521031208,0.7313432835820896,0.7313432835820896,0.6710130391173521,0.9077340569877883,0.7716262975778547,0.6321264652437824,409,328,68,669,396,0.54
PyPI -> NPM,42,ratios_only,11,ExtraTrees,mean_std_score_alignment,0.42,0.42,0.939106901217862,0.5027137042062415,0.6933514246947082,0.6933514246947083,0.640117994100295,0.8833107191316146,0.74230330672748,0.7181328463148672,371,366,86,651,452,0.42
PyPI -> NPM,42,flags_only,3,ExtraTrees,mean_std_score_alignment,0.46,0.46,0.6969267139479906,0.9348710990502035,0.5,0.5,0.5,1.0,0.6666666666666666,0.4891451831750339,0,737,0,737,737,0.46
PyPI -> NPM,42,all_minus_file,104,ExtraTrees,mean_std_score_alignment,0.56,0.56,0.9479528105482304,0.47761194029850745,0.9369063772048847,0.9369063772048847,0.9820359281437125,0.8900949796472184,0.9338078291814946,0.9676040053832233,725,12,81,656,93,0.56
PyPI -> NPM,42,all_minus_network,105,ExtraTrees,mean_std_score_alignment,0.53,0.53,0.9621993127147767,0.4871099050203528,0.9389416553595658,0.9389416553595658,0.9821162444113264,0.8941655359565808,0.9360795454545454,0.9702017235887908,725,12,78,659,90,0.53
PyPI -> NPM,42,all_minus_process,107,ExtraTrees,mean_std_score_alignment,0.52,0.52,0.9595058339052849,0.48846675712347354,0.7408412483039348,0.7408412483039348,0.6759167492566898,0.9253731343283582,0.7812142038946163,0.9174234906631269,410,327,55,682,382,0.52
PyPI -> NPM,42,all_minus_ratios,118,ExtraTrees,mean_std_score_alignment,0.49,0.49,0.9625085207907293,0.49525101763907736,0.9335142469470827,0.9335142469470827,0.9705449189985272,0.8941655359565808,0.9307909604519774,0.9622778545903761,717,20,78,659,98,0.49
PyPI -> NPM,42,all_minus_flags,126,ExtraTrees,mean_std_score_alignment,0.54,0.54,0.9606625258799172,0.4830393487109905,0.9389416553595658,0.9389416553595658,0.9938931297709923,0.8833107191316146,0.9353448275862069,0.968881692438265,733,4,86,651,90,0.54
NPM -> PyPI,99,all_features,129,RandomForest,rank_threshold_transfer,0.52,0.6257142857142857,0.9717436250861475,0.4843962008141113,0.5800542740841248,0.5800542740841248,0.5819444444444445,0.5685210312075983,0.5751544269045985,0.6865524357980666,436,301,318,419,619,0.6257142857142857
NPM -> PyPI,99,file_only,25,RandomForest,rank_threshold_transfer,0.38,0.8085714285714286,0.9741496598639455,0.4972862957937585,0.5888738127544098,0.5888738127544098,0.5886332882273342,0.5902306648575305,0.5894308943089431,0.6232130331443806,433,304,302,435,606,0.8085714285714286
NPM -> PyPI,99,network_only,24,RandomForest,rank_threshold_transfer,0.58,0.5857142857142857,0.9632709632709633,0.4789687924016282,0.4694708276797829,0.4694708276797829,0.47634069400630913,0.6146540027137042,0.5367298578199052,0.5265515889161568,239,498,284,453,782,0.5857142857142857
NPM -> PyPI,99,process_only,22,RandomForest,rank_threshold_transfer,0.54,0.35714285714285715,0.9694868238557559,0.47829036635006783,0.49118046132971505,0.49118046132971505,0.4926719278466742,0.592944369063772,0.5381773399014779,0.486727887637181,287,450,300,437,750,0.35714285714285715
NPM -> PyPI,99,permission_only,12,RandomForest,rank_threshold_transfer,0.51,0.2914285714285714,0.9422283356258597,0.4864314789687924,0.5237449118046132,0.5237449118046134,0.5214723926380368,0.576662143826323,0.5476804123711341,0.5450881769762265,347,390,312,425,702,0.2914285714285714
